split,label,filename,ext,path,width,height,mode,new_split,dest_filename,dest_path
train,no_cancer,LUNG MRI-NC (1123).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1123).png,512,512,RGBA,train,train__LUNG MRI-NC (1123).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (1123).png
train,cancer,Lung MRI (95).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (95).png,409,224,RGBA,train,train__Lung MRI (95).png,..\dataset_split\train\cancer\train__Lung MRI (95).png
validate,cancer,Lung MRI (1182).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1182).png,446,352,RGBA,train,validate__Lung MRI (1182).png,..\dataset_split\train\cancer\validate__Lung MRI (1182).png
train,no_cancer,LUNG MRI-NC (1168).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1168).png,512,512,RGBA,train,train__LUNG MRI-NC (1168).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (1168).png
validate,cancer,Lung MRI (1219).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1219).png,475,347,RGBA,train,validate__Lung MRI (1219).png,..\dataset_split\train\cancer\validate__Lung MRI (1219).png
train,cancer,Lung MRI (647).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (647).png,512,512,RGBA,train,train__Lung MRI (647).png,..\dataset_split\train\cancer\train__Lung MRI (647).png
train,cancer,Lung MRI (890).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (890).png,512,512,RGBA,train,train__Lung MRI (890).png,..\dataset_split\train\cancer\train__Lung MRI (890).png
validate,no_cancer,LUNG MRI NC (310).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (310).png,512,512,RGBA,train,validate__LUNG MRI NC (310).png,..\dataset_split\train\no_cancer\validate__LUNG MRI NC (310).png
train,no_cancer,LUNG MRI-NC (306).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (306).png,512,512,RGBA,train,train__LUNG MRI-NC (306).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (306).png
validate,cancer,Lung MRI (1130).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1130).png,434,337,RGBA,train,validate__Lung MRI (1130).png,..\dataset_split\train\cancer\validate__Lung MRI (1130).png
validate,cancer,Lung MRI (1170).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1170).png,445,314,RGBA,train,validate__Lung MRI (1170).png,..\dataset_split\train\cancer\validate__Lung MRI (1170).png
validate,no_cancer,LUNG MRI NC (257).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (257).png,512,512,RGBA,train,validate__LUNG MRI NC (257).png,..\dataset_split\train\no_cancer\validate__LUNG MRI NC (257).png
validate,no_cancer,LUNG MRI NC (135).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (135).png,629,491,RGBA,train,validate__LUNG MRI NC (135).png,..\dataset_split\train\no_cancer\validate__LUNG MRI NC (135).png
train,no_cancer,LUNG MRI-NC (391).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (391).png,512,512,RGBA,train,train__LUNG MRI-NC (391).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (391).png
train,no_cancer,LUNG MRI-NC (1241).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1241).png,512,512,RGBA,train,train__LUNG MRI-NC (1241).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (1241).png
validate,no_cancer,LUNG MRI NC (449).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (449).png,512,512,RGBA,train,validate__LUNG MRI NC (449).png,..\dataset_split\train\no_cancer\validate__LUNG MRI NC (449).png
train,no_cancer,LUNG MRI-NC (11).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (11).png,512,512,RGBA,train,train__LUNG MRI-NC (11).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (11).png
validate,no_cancer,LUNG MRI NC (227).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (227).png,512,512,RGBA,train,validate__LUNG MRI NC (227).png,..\dataset_split\train\no_cancer\validate__LUNG MRI NC (227).png
validate,cancer,Lung MRI (856).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (856).png,368,249,RGBA,train,validate__Lung MRI (856).png,..\dataset_split\train\cancer\validate__Lung MRI (856).png
validate,cancer,Lung MRI (1386).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1386).png,218,156,RGBA,train,validate__Lung MRI (1386).png,..\dataset_split\train\cancer\validate__Lung MRI (1386).png
train,cancer,Lung MRI (931).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (931).png,512,512,RGBA,train,train__Lung MRI (931).png,..\dataset_split\train\cancer\train__Lung MRI (931).png
validate,cancer,Lung MRI (790).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (790).png,414,274,RGBA,train,validate__Lung MRI (790).png,..\dataset_split\train\cancer\validate__Lung MRI (790).png
train,cancer,Lung MRI (403).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (403).png,406,364,RGBA,train,train__Lung MRI (403).png,..\dataset_split\train\cancer\train__Lung MRI (403).png
train,cancer,Lung MRI (14).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (14).png,396,209,RGBA,train,train__Lung MRI (14).png,..\dataset_split\train\cancer\train__Lung MRI (14).png
train,no_cancer,LUNG MRI-NC (713).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (713).png,512,512,RGBA,train,train__LUNG MRI-NC (713).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (713).png
validate,cancer,Lung MRI (1111).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1111).png,381,282,RGBA,train,validate__Lung MRI (1111).png,..\dataset_split\train\cancer\validate__Lung MRI (1111).png
validate,no_cancer,LUNG MRI NC (107).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (107).png,543,475,RGBA,train,validate__LUNG MRI NC (107).png,..\dataset_split\train\no_cancer\validate__LUNG MRI NC (107).png
validate,cancer,Lung MRI (1187).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1187).png,376,237,RGBA,train,validate__Lung MRI (1187).png,..\dataset_split\train\cancer\validate__Lung MRI (1187).png
train,cancer,Lung MRI (1026).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1026).png,512,512,RGBA,train,train__Lung MRI (1026).png,..\dataset_split\train\cancer\train__Lung MRI (1026).png
train,cancer,Lung MRI (955).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (955).png,512,512,RGBA,train,train__Lung MRI (955).png,..\dataset_split\train\cancer\train__Lung MRI (955).png
validate,no_cancer,LUNG MRI NC (419).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (419).png,512,512,RGBA,train,validate__LUNG MRI NC (419).png,..\dataset_split\train\no_cancer\validate__LUNG MRI NC (419).png
train,no_cancer,LUNG MRI-NC (354).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (354).png,512,512,RGBA,train,train__LUNG MRI-NC (354).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (354).png
validate,cancer,Lung MRI (1351).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1351).png,452,320,RGBA,train,validate__Lung MRI (1351).png,..\dataset_split\train\cancer\validate__Lung MRI (1351).png
validate,cancer,Lung MRI (1488).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1488).png,512,512,RGBA,train,validate__Lung MRI (1488).png,..\dataset_split\train\cancer\validate__Lung MRI (1488).png
train,cancer,Lung MRI (525).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (525).png,479,357,RGBA,train,train__Lung MRI (525).png,..\dataset_split\train\cancer\train__Lung MRI (525).png
train,cancer,Lung MRI (702).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (702).png,512,512,RGBA,train,train__Lung MRI (702).png,..\dataset_split\train\cancer\train__Lung MRI (702).png
train,no_cancer,LUNG MRI-NC (1112).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1112).png,512,512,RGBA,train,train__LUNG MRI-NC (1112).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (1112).png
validate,no_cancer,LUNG MRI NC (346).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (346).png,512,512,RGBA,train,validate__LUNG MRI NC (346).png,..\dataset_split\train\no_cancer\validate__LUNG MRI NC (346).png
train,no_cancer,LUNG MRI-NC (731).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (731).png,512,512,RGBA,train,train__LUNG MRI-NC (731).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (731).png
train,no_cancer,LUNG MRI-NC (27).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (27).png,512,512,RGBA,train,train__LUNG MRI-NC (27).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (27).png
train,cancer,Lung MRI (1073).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (1073).png,512,512,RGBA,train,train__Lung MRI (1073).png,..\dataset_split\train\cancer\train__Lung MRI (1073).png
validate,cancer,Lung MRI (1086).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1086).png,410,315,RGBA,train,validate__Lung MRI (1086).png,..\dataset_split\train\cancer\validate__Lung MRI (1086).png
validate,cancer,Lung MRI (1167).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1167).png,380,325,RGBA,train,validate__Lung MRI (1167).png,..\dataset_split\train\cancer\validate__Lung MRI (1167).png
train,no_cancer,LUNG MRI-NC (1127).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1127).png,512,512,RGBA,train,train__LUNG MRI-NC (1127).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (1127).png
train,cancer,Lung MRI (526).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (526).png,393,352,RGBA,train,train__Lung MRI (526).png,..\dataset_split\train\cancer\train__Lung MRI (526).png
train,cancer,Lung MRI (546).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (546).png,397,311,RGBA,train,train__Lung MRI (546).png,..\dataset_split\train\cancer\train__Lung MRI (546).png
train,cancer,Lung MRI (844).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (844).png,512,512,RGBA,train,train__Lung MRI (844).png,..\dataset_split\train\cancer\train__Lung MRI (844).png
validate,no_cancer,LUNG MRI NC (14).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (14).png,443,344,RGB,train,validate__LUNG MRI NC (14).png,..\dataset_split\train\no_cancer\validate__LUNG MRI NC (14).png
train,no_cancer,LUNG MRI-NC (1003).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1003).png,512,512,RGBA,train,train__LUNG MRI-NC (1003).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (1003).png
validate,no_cancer,LUNG MRI NC (291).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (291).png,512,512,RGBA,train,validate__LUNG MRI NC (291).png,..\dataset_split\train\no_cancer\validate__LUNG MRI NC (291).png
validate,cancer,Lung MRI (1333).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1333).png,471,307,RGBA,train,validate__Lung MRI (1333).png,..\dataset_split\train\cancer\validate__Lung MRI (1333).png
train,cancer,Lung MRI (637).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (637).png,240,210,RGB,train,train__Lung MRI (637).png,..\dataset_split\train\cancer\train__Lung MRI (637).png
train,cancer,Lung MRI (873).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (873).png,512,512,RGBA,train,train__Lung MRI (873).png,..\dataset_split\train\cancer\train__Lung MRI (873).png
train,no_cancer,LUNG MRI-NC (102).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (102).png,512,512,RGBA,train,train__LUNG MRI-NC (102).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (102).png
validate,no_cancer,LUNG MRI NC (250).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (250).png,512,512,RGBA,train,validate__LUNG MRI NC (250).png,..\dataset_split\train\no_cancer\validate__LUNG MRI NC (250).png
validate,no_cancer,LUNG MRI NC (432).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (432).png,512,512,RGBA,train,validate__LUNG MRI NC (432).png,..\dataset_split\train\no_cancer\validate__LUNG MRI NC (432).png
validate,cancer,Lung MRI (953).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (953).png,430,295,RGBA,train,validate__Lung MRI (953).png,..\dataset_split\train\cancer\validate__Lung MRI (953).png
validate,no_cancer,LUNG MRI NC (68).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (68).png,371,251,RGBA,train,validate__LUNG MRI NC (68).png,..\dataset_split\train\no_cancer\validate__LUNG MRI NC (68).png
validate,no_cancer,LUNG MRI NC (308).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (308).png,512,512,RGBA,train,validate__LUNG MRI NC (308).png,..\dataset_split\train\no_cancer\validate__LUNG MRI NC (308).png
train,no_cancer,LUNG MRI-NC (893).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (893).png,512,512,RGBA,train,train__LUNG MRI-NC (893).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (893).png
validate,no_cancer,LUNG MRI NC (66).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (66).png,371,251,RGBA,train,validate__LUNG MRI NC (66).png,..\dataset_split\train\no_cancer\validate__LUNG MRI NC (66).png
train,cancer,Lung MRI (112).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (112).png,439,255,RGBA,train,train__Lung MRI (112).png,..\dataset_split\train\cancer\train__Lung MRI (112).png
train,no_cancer,LUNG MRI-NC (414).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (414).png,512,512,RGBA,train,train__LUNG MRI-NC (414).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (414).png
train,no_cancer,LUNG MRI-NC (472).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (472).png,512,512,RGBA,train,train__LUNG MRI-NC (472).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (472).png
train,cancer,Lung MRI (364).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (364).png,411,285,RGBA,train,train__Lung MRI (364).png,..\dataset_split\train\cancer\train__Lung MRI (364).png
train,no_cancer,LUNG MRI-NC (250).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (250).png,512,512,RGBA,train,train__LUNG MRI-NC (250).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (250).png
train,no_cancer,LUNG MRI-NC (496).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (496).png,512,512,RGBA,train,train__LUNG MRI-NC (496).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (496).png
train,cancer,Lung MRI (748).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (748).png,512,512,RGBA,train,train__Lung MRI (748).png,..\dataset_split\train\cancer\train__Lung MRI (748).png
train,no_cancer,LUNG MRI-NC (557).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (557).png,512,512,RGBA,train,train__LUNG MRI-NC (557).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (557).png
train,cancer,Lung MRI (948).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (948).png,512,512,RGBA,train,train__Lung MRI (948).png,..\dataset_split\train\cancer\train__Lung MRI (948).png
train,no_cancer,LUNG MRI-NC (721).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (721).png,512,512,RGBA,train,train__LUNG MRI-NC (721).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (721).png
train,cancer,Lung MRI (172).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (172).png,370,324,RGBA,train,train__Lung MRI (172).png,..\dataset_split\train\cancer\train__Lung MRI (172).png
train,no_cancer,LUNG MRI-NC (515).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (515).png,512,512,RGBA,train,train__LUNG MRI-NC (515).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (515).png
train,no_cancer,LUNG MRI-NC (918).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (918).png,512,512,RGBA,train,train__LUNG MRI-NC (918).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (918).png
validate,no_cancer,LUNG MRI NC (196).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (196).png,512,512,RGBA,train,validate__LUNG MRI NC (196).png,..\dataset_split\train\no_cancer\validate__LUNG MRI NC (196).png
train,no_cancer,LUNG MRI-NC (113).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (113).png,512,512,RGBA,train,train__LUNG MRI-NC (113).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (113).png
validate,cancer,Lung MRI (1464).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1464).png,512,512,RGBA,train,validate__Lung MRI (1464).png,..\dataset_split\train\cancer\validate__Lung MRI (1464).png
train,no_cancer,LUNG MRI-NC (538).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (538).png,512,512,RGBA,train,train__LUNG MRI-NC (538).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (538).png
train,no_cancer,LUNG MRI-NC (1198).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1198).png,512,512,RGBA,train,train__LUNG MRI-NC (1198).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (1198).png
validate,no_cancer,LUNG MRI NC (405).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (405).png,512,512,RGBA,train,validate__LUNG MRI NC (405).png,..\dataset_split\train\no_cancer\validate__LUNG MRI NC (405).png
train,cancer,Lung MRI (715).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (715).png,512,512,RGBA,train,train__Lung MRI (715).png,..\dataset_split\train\cancer\train__Lung MRI (715).png
train,no_cancer,LUNG MRI-NC (1242).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1242).png,512,512,RGBA,train,train__LUNG MRI-NC (1242).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (1242).png
validate,cancer,Lung MRI (1380).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1380).png,1200,802,RGB,train,validate__Lung MRI (1380).png,..\dataset_split\train\cancer\validate__Lung MRI (1380).png
train,cancer,Lung MRI (799).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (799).png,512,512,RGBA,train,train__Lung MRI (799).png,..\dataset_split\train\cancer\train__Lung MRI (799).png
validate,no_cancer,LUNG MRI NC (424).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (424).png,512,512,RGBA,train,validate__LUNG MRI NC (424).png,..\dataset_split\train\no_cancer\validate__LUNG MRI NC (424).png
train,no_cancer,LUNG MRI-NC (457).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (457).png,512,512,RGBA,train,train__LUNG MRI-NC (457).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (457).png
train,cancer,Lung MRI (859).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (859).png,512,512,RGBA,train,train__Lung MRI (859).png,..\dataset_split\train\cancer\train__Lung MRI (859).png
validate,no_cancer,LUNG MRI NC (78).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (78).png,586,462,RGBA,train,validate__LUNG MRI NC (78).png,..\dataset_split\train\no_cancer\validate__LUNG MRI NC (78).png
train,no_cancer,LUNG MRI-NC (358).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (358).png,512,512,RGBA,train,train__LUNG MRI-NC (358).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (358).png
train,cancer,Lung MRI (899).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (899).png,512,512,RGBA,train,train__Lung MRI (899).png,..\dataset_split\train\cancer\train__Lung MRI (899).png
train,no_cancer,LUNG MRI-NC (285).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (285).png,512,512,RGBA,train,train__LUNG MRI-NC (285).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (285).png
train,cancer,Lung MRI (630).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (630).png,212,170,RGBA,train,train__Lung MRI (630).png,..\dataset_split\train\cancer\train__Lung MRI (630).png
train,no_cancer,LUNG MRI-NC (1050).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1050).png,512,512,RGBA,train,train__LUNG MRI-NC (1050).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (1050).png
train,no_cancer,LUNG MRI-NC (576).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (576).png,512,512,RGBA,train,train__LUNG MRI-NC (576).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (576).png
train,no_cancer,LUNG MRI-NC (1200).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1200).png,512,512,RGBA,train,train__LUNG MRI-NC (1200).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (1200).png
validate,no_cancer,LUNG MRI NC (318).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (318).png,512,512,RGBA,train,validate__LUNG MRI NC (318).png,..\dataset_split\train\no_cancer\validate__LUNG MRI NC (318).png
train,cancer,Lung MRI (815).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (815).png,512,512,RGBA,train,train__Lung MRI (815).png,..\dataset_split\train\cancer\train__Lung MRI (815).png
train,no_cancer,LUNG MRI-NC (824).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (824).png,512,512,RGBA,train,train__LUNG MRI-NC (824).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (824).png
train,cancer,Lung MRI (653).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (653).png,512,512,RGBA,train,train__Lung MRI (653).png,..\dataset_split\train\cancer\train__Lung MRI (653).png
validate,cancer,Lung MRI (1284).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1284).png,424,275,RGBA,train,validate__Lung MRI (1284).png,..\dataset_split\train\cancer\validate__Lung MRI (1284).png
train,no_cancer,LUNG MRI-NC (990).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (990).png,512,512,RGBA,train,train__LUNG MRI-NC (990).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (990).png
validate,cancer,Lung MRI (841).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (841).png,420,297,RGBA,train,validate__Lung MRI (841).png,..\dataset_split\train\cancer\validate__Lung MRI (841).png
train,no_cancer,LUNG MRI-NC (795).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (795).png,512,512,RGBA,train,train__LUNG MRI-NC (795).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (795).png
train,no_cancer,LUNG MRI-NC (1183).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1183).png,512,512,RGBA,train,train__LUNG MRI-NC (1183).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (1183).png
validate,no_cancer,LUNG MRI NC (351).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (351).png,512,512,RGBA,train,validate__LUNG MRI NC (351).png,..\dataset_split\train\no_cancer\validate__LUNG MRI NC (351).png
validate,cancer,Lung MRI (1378).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1378).png,224,161,RGBA,train,validate__Lung MRI (1378).png,..\dataset_split\train\cancer\validate__Lung MRI (1378).png
train,no_cancer,LUNG MRI-NC (702).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (702).png,512,512,RGBA,train,train__LUNG MRI-NC (702).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (702).png
validate,cancer,Lung MRI (828).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (828).png,402,252,RGBA,train,validate__Lung MRI (828).png,..\dataset_split\train\cancer\validate__Lung MRI (828).png
train,no_cancer,LUNG MRI-NC (387).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (387).png,512,512,RGBA,train,train__LUNG MRI-NC (387).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (387).png
validate,no_cancer,LUNG MRI NC (390).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\no_cancer\LUNG MRI NC (390).png,512,512,RGBA,train,validate__LUNG MRI NC (390).png,..\dataset_split\train\no_cancer\validate__LUNG MRI NC (390).png
validate,cancer,Lung MRI (1199).png,.png,..\dataset\lung_cancer_MRI_dataset\validate\cancer\Lung MRI (1199).png,474,332,RGBA,train,validate__Lung MRI (1199).png,..\dataset_split\train\cancer\validate__Lung MRI (1199).png
train,cancer,Lung MRI (771).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (771).png,512,512,RGBA,train,train__Lung MRI (771).png,..\dataset_split\train\cancer\train__Lung MRI (771).png
train,no_cancer,LUNG MRI-NC (1238).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1238).png,512,512,RGBA,train,train__LUNG MRI-NC (1238).png,..\dataset_split\train\no_cancer\train__LUNG MRI-NC (1238).png
