split,label,filename,ext,path,width,height,mode
train,cancer,Lung MRI (885).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (885).png,512,512,RGBA
train,cancer,Lung MRI (886).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (886).png,512,512,RGBA
train,cancer,Lung MRI (887).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (887).png,512,512,RGBA
train,cancer,Lung MRI (888).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (888).png,512,512,RGBA
train,cancer,Lung MRI (889).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (889).png,512,512,RGBA
train,cancer,Lung MRI (89).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (89).png,393,269,RGBA
train,cancer,Lung MRI (890).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (890).png,512,512,RGBA
train,cancer,Lung MRI (891).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (891).png,512,512,RGBA
train,cancer,Lung MRI (892).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (892).png,512,512,RGBA
train,cancer,Lung MRI (893).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (893).png,512,512,RGBA
train,cancer,Lung MRI (894).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (894).png,512,512,RGBA
train,cancer,Lung MRI (895).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (895).png,512,512,RGBA
train,cancer,Lung MRI (896).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (896).png,512,512,RGBA
train,cancer,Lung MRI (897).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (897).png,512,512,RGBA
train,cancer,Lung MRI (898).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (898).png,512,512,RGBA
train,cancer,Lung MRI (899).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (899).png,512,512,RGBA
train,cancer,Lung MRI (9).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (9).png,413,311,RGBA
train,cancer,Lung MRI (90).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (90).png,420,297,RGBA
train,cancer,Lung MRI (900).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (900).png,512,512,RGBA
train,cancer,Lung MRI (901).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (901).png,512,512,RGBA
train,cancer,Lung MRI (902).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (902).png,512,512,RGBA
train,cancer,Lung MRI (903).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (903).png,512,512,RGBA
train,cancer,Lung MRI (904).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (904).png,512,512,RGBA
train,cancer,Lung MRI (905).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (905).png,512,512,RGBA
train,cancer,Lung MRI (906).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (906).png,512,512,RGBA
train,cancer,Lung MRI (907).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (907).png,512,512,RGBA
train,cancer,Lung MRI (908).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (908).png,512,512,RGBA
train,cancer,Lung MRI (909).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (909).png,512,512,RGBA
train,cancer,Lung MRI (91).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (91).png,378,255,RGBA
train,cancer,Lung MRI (910).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (910).png,512,512,RGBA
train,cancer,Lung MRI (911).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (911).png,512,512,RGBA
train,cancer,Lung MRI (912).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (912).png,512,512,RGBA
train,cancer,Lung MRI (913).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (913).png,512,512,RGBA
train,cancer,Lung MRI (914).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (914).png,512,512,RGBA
train,cancer,Lung MRI (915).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (915).png,512,512,RGBA
train,cancer,Lung MRI (916).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (916).png,512,512,RGBA
train,cancer,Lung MRI (917).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (917).png,512,512,RGBA
train,cancer,Lung MRI (918).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (918).png,512,512,RGBA
train,cancer,Lung MRI (919).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (919).png,512,512,RGBA
train,cancer,Lung MRI (92).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (92).png,401,317,RGBA
train,cancer,Lung MRI (920).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (920).png,512,512,RGBA
train,cancer,Lung MRI (921).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (921).png,512,512,RGBA
train,cancer,Lung MRI (922).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (922).png,512,512,RGBA
train,cancer,Lung MRI (923).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (923).png,512,512,RGBA
train,cancer,Lung MRI (924).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (924).png,512,512,RGBA
train,cancer,Lung MRI (925).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (925).png,512,512,RGBA
train,cancer,Lung MRI (926).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (926).png,512,512,RGBA
train,cancer,Lung MRI (927).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (927).png,512,512,RGBA
train,cancer,Lung MRI (928).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (928).png,512,512,RGBA
train,cancer,Lung MRI (929).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (929).png,512,512,RGBA
train,cancer,Lung MRI (93).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (93).png,435,313,RGBA
train,cancer,Lung MRI (930).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (930).png,512,512,RGBA
train,cancer,Lung MRI (931).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (931).png,512,512,RGBA
train,cancer,Lung MRI (932).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (932).png,512,512,RGBA
train,cancer,Lung MRI (933).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (933).png,512,512,RGBA
train,cancer,Lung MRI (934).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (934).png,512,512,RGBA
train,cancer,Lung MRI (935).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (935).png,512,512,RGBA
train,cancer,Lung MRI (936).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (936).png,512,512,RGBA
train,cancer,Lung MRI (937).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (937).png,512,512,RGBA
train,cancer,Lung MRI (938).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (938).png,512,512,RGBA
train,cancer,Lung MRI (939).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (939).png,512,512,RGBA
train,cancer,Lung MRI (94).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (94).png,403,207,RGBA
train,cancer,Lung MRI (940).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (940).png,512,512,RGBA
train,cancer,Lung MRI (941).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (941).png,512,512,RGBA
train,cancer,Lung MRI (942).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (942).png,512,512,RGBA
train,cancer,Lung MRI (943).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (943).png,512,512,RGBA
train,cancer,Lung MRI (944).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (944).png,512,512,RGBA
train,cancer,Lung MRI (945).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (945).png,512,512,RGBA
train,cancer,Lung MRI (946).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (946).png,512,512,RGBA
train,cancer,Lung MRI (947).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (947).png,512,512,RGBA
train,cancer,Lung MRI (948).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (948).png,512,512,RGBA
train,cancer,Lung MRI (949).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (949).png,512,512,RGBA
train,cancer,Lung MRI (95).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (95).png,409,224,RGBA
train,cancer,Lung MRI (950).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (950).png,512,512,RGBA
train,cancer,Lung MRI (951).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (951).png,512,512,RGBA
train,cancer,Lung MRI (952).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (952).png,512,512,RGBA
train,cancer,Lung MRI (953).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (953).png,512,512,RGBA
train,cancer,Lung MRI (954).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (954).png,512,512,RGBA
train,cancer,Lung MRI (955).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (955).png,512,512,RGBA
train,cancer,Lung MRI (956).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (956).png,512,512,RGBA
train,cancer,Lung MRI (957).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (957).png,512,512,RGBA
train,cancer,Lung MRI (958).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (958).png,512,512,RGBA
train,cancer,Lung MRI (959).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (959).png,512,512,RGBA
train,cancer,Lung MRI (96).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (96).png,361,277,RGBA
train,cancer,Lung MRI (960).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (960).png,512,512,RGBA
train,cancer,Lung MRI (961).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (961).png,512,512,RGBA
train,cancer,Lung MRI (962).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (962).png,512,512,RGBA
train,cancer,Lung MRI (963).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (963).png,512,512,RGBA
train,cancer,Lung MRI (964).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (964).png,512,512,RGBA
train,cancer,Lung MRI (965).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (965).png,512,512,RGBA
train,cancer,Lung MRI (966).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (966).png,512,512,RGBA
train,cancer,Lung MRI (967).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (967).png,512,512,RGBA
train,cancer,Lung MRI (968).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (968).png,512,512,RGBA
train,cancer,Lung MRI (969).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (969).png,512,512,RGBA
train,cancer,Lung MRI (97).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (97).png,388,280,RGBA
train,cancer,Lung MRI (970).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (970).png,512,512,RGBA
train,cancer,Lung MRI (971).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (971).png,512,512,RGBA
train,cancer,Lung MRI (972).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (972).png,512,512,RGBA
train,cancer,Lung MRI (973).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (973).png,512,512,RGBA
train,cancer,Lung MRI (974).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (974).png,512,512,RGBA
train,cancer,Lung MRI (975).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (975).png,512,512,RGBA
train,cancer,Lung MRI (976).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (976).png,512,512,RGBA
train,cancer,Lung MRI (977).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (977).png,512,512,RGBA
train,cancer,Lung MRI (978).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (978).png,512,512,RGBA
train,cancer,Lung MRI (979).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (979).png,512,512,RGBA
train,cancer,Lung MRI (98).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (98).png,343,268,RGBA
train,cancer,Lung MRI (980).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (980).png,512,512,RGBA
train,cancer,Lung MRI (981).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (981).png,512,512,RGBA
train,cancer,Lung MRI (982).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (982).png,512,512,RGBA
train,cancer,Lung MRI (983).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (983).png,512,512,RGBA
train,cancer,Lung MRI (984).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (984).png,512,512,RGBA
train,cancer,Lung MRI (985).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (985).png,512,512,RGBA
train,cancer,Lung MRI (986).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (986).png,512,512,RGBA
train,cancer,Lung MRI (987).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (987).png,512,512,RGBA
train,cancer,Lung MRI (988).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (988).png,512,512,RGBA
train,cancer,Lung MRI (989).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (989).png,512,512,RGBA
train,cancer,Lung MRI (99).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (99).png,431,296,RGBA
train,cancer,Lung MRI (990).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (990).png,512,512,RGBA
train,cancer,Lung MRI (991).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (991).png,512,512,RGBA
train,cancer,Lung MRI (992).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (992).png,512,512,RGBA
train,cancer,Lung MRI (993).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (993).png,512,512,RGBA
train,cancer,Lung MRI (994).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (994).png,512,512,RGBA
train,cancer,Lung MRI (995).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (995).png,512,512,RGBA
train,cancer,Lung MRI (996).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (996).png,512,512,RGBA
train,cancer,Lung MRI (997).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (997).png,512,512,RGBA
train,cancer,Lung MRI (998).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (998).png,512,512,RGBA
train,cancer,Lung MRI (999).png,.png,..\dataset\lung_cancer_MRI_dataset\train\cancer\Lung MRI (999).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (10).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (10).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (100).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (100).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1000).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1000).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1001).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1001).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1002).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1002).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1003).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1003).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1004).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1004).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1005).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1005).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1006).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1006).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1007).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1007).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1008).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1008).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1009).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1009).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (101).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (101).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1010).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1010).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1011).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1011).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1012).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1012).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1013).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1013).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1014).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1014).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1015).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1015).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1016).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1016).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1017).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1017).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1018).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1018).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1019).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1019).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (102).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (102).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1020).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1020).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1021).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1021).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1022).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1022).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1023).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1023).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1024).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1024).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1025).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1025).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1026).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1026).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1027).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1027).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1028).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1028).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1029).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1029).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (103).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (103).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1030).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1030).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1031).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1031).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1032).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1032).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1033).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1033).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1034).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1034).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1035).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1035).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1036).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1036).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1037).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1037).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1038).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1038).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1039).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1039).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (104).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (104).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1040).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1040).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1041).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1041).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1042).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1042).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1043).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1043).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1044).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1044).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1045).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1045).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1046).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1046).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1047).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1047).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1048).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1048).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1049).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1049).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (105).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (105).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1050).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1050).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1051).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1051).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1052).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1052).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1053).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1053).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1054).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1054).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1055).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1055).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1056).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1056).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1057).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1057).png,512,512,RGBA
train,no_cancer,LUNG MRI-NC (1058).png,.png,..\dataset\lung_cancer_MRI_dataset\train\no_cancer\LUNG MRI-NC (1058).png,512,512,RGBA
