group_id,path,source_dataset,raw_folder,filename,canonical_label,subtype,is_labeled,is_synthetic_source,corrupt,width,height,aspect_ratio,phash,phash_int,ahash,md5,case_key,group_root,group_size,label_conflict,group_sources,cross_dataset_duplicate,split_group,split,fold
102,D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000041 (7).png,Chest CT-Scan images Dataset (Mohamed Hany),train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,000041 (7).png,Malignant,Adenocarcinoma,True,False,False,450,303,1.485,c11e16eb4b1c39e6,13915585098454677990,38345adafbcb7e3c,4923e9a5dfb2976990ae16b2959ad3f9,Chest CT-Scan images Dataset (Mohamed Hany)|train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib::000041,375,28,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,Chest CT-Scan images Dataset (Mohamed Hany)|train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib|Chest CT-Scan images Dataset (Mohamed Hany)|train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib::8,trainval,0
103,D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\train\large.cell.carcinoma_left.hilum_T2_N2_M0_IIIa\000042 (2).png,Chest CT-Scan images Dataset (Mohamed Hany),train/large.cell.carcinoma_left.hilum_T2_N2_M0_IIIa,000042 (2).png,Malignant,LargeCellCarcinoma,True,False,False,399,215,1.856,910706ba5a7c7967,10450328857788316007,247e4acbcbdb7e3c,7aa566f07e7c3010c2ecf0b8618c10ce,Chest CT-Scan images Dataset (Mohamed Hany)|train/large.cell.carcinoma_left.hilum_T2_N2_M0_IIIa::000042,379,8,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,Chest CT-Scan images Dataset (Mohamed Hany)|train/large.cell.carcinoma_left.hilum_T2_N2_M0_IIIa|Chest CT-Scan images Dataset (Mohamed Hany)|train/large.cell.carcinoma_left.hilum_T2_N2_M0_IIIa::8,trainval,4
105,D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000049 (5).png,Chest CT-Scan images Dataset (Mohamed Hany),train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,000049 (5).png,Malignant,Adenocarcinoma,True,False,False,467,210,2.224,d44b03243b272fb7,15297324013440151479,287cf6c2d2527e7c,05b7f43be7d9343826ee4e2fd121acde,Chest CT-Scan images Dataset (Mohamed Hany)|train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib::000049,385,12,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,Chest CT-Scan images Dataset (Mohamed Hany)|train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib|Chest CT-Scan images Dataset (Mohamed Hany)|train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib::9,trainval,2
106,D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000051 (3).png,Chest CT-Scan images Dataset (Mohamed Hany),train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,000051 (3).png,Malignant,Adenocarcinoma,True,False,False,384,245,1.567,991247ef4ecc1e94,11029957530528521876,3c4e5c9d99c95a3c,1c6d690cad84e761d614191eccf6c561,Chest CT-Scan images Dataset (Mohamed Hany)|train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib::000051,391,12,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,Chest CT-Scan images Dataset (Mohamed Hany)|train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib|Chest CT-Scan images Dataset (Mohamed Hany)|train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib::10,trainval,1
108,D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000050 (7).png,Chest CT-Scan images Dataset (Mohamed Hany),train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,000050 (7).png,Malignant,Adenocarcinoma,True,False,False,446,281,1.587,c51e166b4e747163,14203814924906688867,003c425afbdbfb7e,5bb6ec3ee05c08e0df6a0524b8a5f280,Chest CT-Scan images Dataset (Mohamed Hany)|train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib::000050,400,64,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,Chest CT-Scan images Dataset (Mohamed Hany)|train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib|Chest CT-Scan images Dataset (Mohamed Hany)|train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib::10,trainval,1
109,D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000061.png,Chest CT-Scan images Dataset (Mohamed Hany),train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,000061.png,Malignant,Adenocarcinoma,True,False,False,368,221,1.665,d463423e4f7c3964,15304148794124024164,007e4adadade5e3c,c116bb0f4baab401ee8884db41b6b56a,Chest CT-Scan images Dataset (Mohamed Hany)|train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib::000061,405,4,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,Chest CT-Scan images Dataset (Mohamed Hany)|train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib|Chest CT-Scan images Dataset (Mohamed Hany)|train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib::12,trainval,0
111,D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000066 (9).png,Chest CT-Scan images Dataset (Mohamed Hany),train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,000066 (9).png,Malignant,Adenocarcinoma,True,False,False,384,231,1.662,81f85721dac7499e,9365331228032977310,6ec2dbdbcb4b3a3c,e5a2e3ad08f1ae54b50218d9553f1b8c,Chest CT-Scan images Dataset (Mohamed Hany)|train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib::000066,412,16,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,Chest CT-Scan images Dataset (Mohamed Hany)|train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib|Chest CT-Scan images Dataset (Mohamed Hany)|train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib::13,trainval,3
112,D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\train\squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa\000067 (2).png,Chest CT-Scan images Dataset (Mohamed Hany),train/squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,000067 (2).png,Malignant,SquamousCellCarcinoma,True,False,False,446,257,1.735,946b46393b662e63,10694718951745007203,007efbdbcbdb7e3e,073a8f274d32f324b13b29eef19a3e5f,Chest CT-Scan images Dataset (Mohamed Hany)|train/squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa::000067,414,24,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,Chest CT-Scan images Dataset (Mohamed Hany)|train/squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa|Chest CT-Scan images Dataset (Mohamed Hany)|train/squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa::13,trainval,1
116,D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000080 (6).png,Chest CT-Scan images Dataset (Mohamed Hany),train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,000080 (6).png,Malignant,Adenocarcinoma,True,False,False,430,303,1.419,d42f42390f7c3971,15289512072786491761,087c52dadbda5e3c,6ff76477e069ec7586184c8b0de376b3,Chest CT-Scan images Dataset (Mohamed Hany)|train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib::000080,428,12,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,Chest CT-Scan images Dataset (Mohamed Hany)|train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib|Chest CT-Scan images Dataset (Mohamed Hany)|train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib::16,trainval,2
117,D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\train\squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa\000084 (5).png,Chest CT-Scan images Dataset (Mohamed Hany),train/squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,000084 (5).png,Malignant,SquamousCellCarcinoma,True,False,False,429,295,1.454,91f156255a4e7966,10516281323315689830,346ecbdbcb4b3e1c,b1d45a1a6ae93b772e5f525722b34004,Chest CT-Scan images Dataset (Mohamed Hany)|train/squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa::000084,433,28,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,Chest CT-Scan images Dataset (Mohamed Hany)|train/squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa|Chest CT-Scan images Dataset (Mohamed Hany)|train/squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa::16,trainval,0
118,D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000085 (7).png,Chest CT-Scan images Dataset (Mohamed Hany),train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,000085 (7).png,Malignant,Adenocarcinoma,True,False,False,424,325,1.305,991e466b4eb43a65,11033333563800173157,103c5e9d99895a3c,62d646d6e74efb992edd6514e3f72afc,Chest CT-Scan images Dataset (Mohamed Hany)|train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib::000085,437,16,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,Chest CT-Scan images Dataset (Mohamed Hany)|train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib|Chest CT-Scan images Dataset (Mohamed Hany)|train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib::17,trainval,4
119,D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000086 (8).png,Chest CT-Scan images Dataset (Mohamed Hany),train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,000086 (8).png,Malignant,Adenocarcinoma,True,False,False,404,257,1.572,d40382bf9bcc4cdc,15277198120435076316,3c4252dacbd3f67e,12480914f9c31a1d9b5eff46d7d021d8,Chest CT-Scan images Dataset (Mohamed Hany)|train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib::000086,440,8,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,Chest CT-Scan images Dataset (Mohamed Hany)|train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib|Chest CT-Scan images Dataset (Mohamed Hany)|train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib::17,trainval,4
120,D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000087 (8).png,Chest CT-Scan images Dataset (Mohamed Hany),train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,000087 (8).png,Malignant,Adenocarcinoma,True,False,False,396,325,1.218,dc13126f4b7c3e24,15858038982118751780,003c5cf9f9925a7c,99de91ddedd0222ea3a6ad7385fdd5b4,Chest CT-Scan images Dataset (Mohamed Hany)|train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib::000087,442,8,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,Chest CT-Scan images Dataset (Mohamed Hany)|train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib|Chest CT-Scan images Dataset (Mohamed Hany)|train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib::17,trainval,4
121,D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000090 (2).png,Chest CT-Scan images Dataset (Mohamed Hany),train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,000090 (2).png,Malignant,Adenocarcinoma,True,False,False,416,284,1.465,916346ec7b4e3923,10476295139688855843,007e4fdbcbdb7e18,83db2baadad9cb779fdc813457e50911,Chest CT-Scan images Dataset (Mohamed Hany)|train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib::000090,445,8,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,Chest CT-Scan images Dataset (Mohamed Hany)|train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib|Chest CT-Scan images Dataset (Mohamed Hany)|train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib::18,trainval,4
122,D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\train\squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa\000091 (5).png,Chest CT-Scan images Dataset (Mohamed Hany),train/squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,000091 (5).png,Malignant,SquamousCellCarcinoma,True,False,False,442,275,1.607,c4624e643b1f399d,14150959171547117981,0074fecfc37a3e1c,6c94007e44b69284c0724c98d9674fc3,Chest CT-Scan images Dataset (Mohamed Hany)|train/squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa::000091,446,20,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,Chest CT-Scan images Dataset (Mohamed Hany)|train/squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa|Chest CT-Scan images Dataset (Mohamed Hany)|train/squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa::18,trainval,4
123,D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000092 (10).png,Chest CT-Scan images Dataset (Mohamed Hany),train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,000092 (10).png,Malignant,Adenocarcinoma,True,False,False,363,243,1.494,d533027f4b6c3964,15362625499640379748,207e5ada9bdb5a3c,09933119f160831c3db7982c7c09c9ee,Chest CT-Scan images Dataset (Mohamed Hany)|train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib::000092,449,4,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,Chest CT-Scan images Dataset (Mohamed Hany)|train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib|Chest CT-Scan images Dataset (Mohamed Hany)|train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib::18,trainval,4
125,D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000097 (2).png,Chest CT-Scan images Dataset (Mohamed Hany),train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,000097 (2).png,Malignant,Adenocarcinoma,True,False,False,428,222,1.928,91e116853bc76c97,10511707766748834967,3e7e4bcb4b7a3e1c,a2e9712df7bc14d2ddf5cba59bcdbb51,Chest CT-Scan images Dataset (Mohamed Hany)|train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib::000097,456,20,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,Chest CT-Scan images Dataset (Mohamed Hany)|train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib|Chest CT-Scan images Dataset (Mohamed Hany)|train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib::19,trainval,1
126,D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\train\squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa\000100 (4).png,Chest CT-Scan images Dataset (Mohamed Hany),train/squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa,000100 (4).png,Malignant,SquamousCellCarcinoma,True,False,False,341,268,1.272,9966472a7fac3831,11053600583283652657,007c429b99db7f3c,5f7375cdda18694f6c2989296a47c057,Chest CT-Scan images Dataset (Mohamed Hany)|train/squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa::000100,462,8,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,Chest CT-Scan images Dataset (Mohamed Hany)|train/squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa|Chest CT-Scan images Dataset (Mohamed Hany)|train/squamous.cell.carcinoma_left.hilum_T1_N2_M0_IIIa::20,trainval,1
127,D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000102 (2).png,Chest CT-Scan images Dataset (Mohamed Hany),train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,000102 (2).png,Malignant,Adenocarcinoma,True,False,False,426,255,1.671,d46302643b657dd3,15304078588251569619,007c7edbcbde7e3c,8fe8a6a3a66afcdff33bbc515b28b199,Chest CT-Scan images Dataset (Mohamed Hany)|train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib::000102,464,16,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,Chest CT-Scan images Dataset (Mohamed Hany)|train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib|Chest CT-Scan images Dataset (Mohamed Hany)|train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib::20,trainval,0
128,D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000103 (9).png,Chest CT-Scan images Dataset (Mohamed Hany),train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,000103 (9).png,Malignant,Adenocarcinoma,True,False,False,414,267,1.551,d47a43614f4d3d26,15310623968420773158,304edadadb5a763c,d875d93756315f7cbe0ec06f4562ca23,Chest CT-Scan images Dataset (Mohamed Hany)|train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib::000103,468,8,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,Chest CT-Scan images Dataset (Mohamed Hany)|train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib|Chest CT-Scan images Dataset (Mohamed Hany)|train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib::20,trainval,0
129,D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\train\large.cell.carcinoma_left.hilum_T2_N2_M0_IIIa\000104.png,Chest CT-Scan images Dataset (Mohamed Hany),train/large.cell.carcinoma_left.hilum_T2_N2_M0_IIIa,000104.png,Malignant,LargeCellCarcinoma,True,False,False,427,313,1.364,9143467d9f3c3334,10467287464295543604,003c42dadfcb5a7e,0aa60e24f641bab40aee9270d49e0e11,Chest CT-Scan images Dataset (Mohamed Hany)|train/large.cell.carcinoma_left.hilum_T2_N2_M0_IIIa::000104,469,16,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,Chest CT-Scan images Dataset (Mohamed Hany)|train/large.cell.carcinoma_left.hilum_T2_N2_M0_IIIa|Chest CT-Scan images Dataset (Mohamed Hany)|train/large.cell.carcinoma_left.hilum_T2_N2_M0_IIIa::20,trainval,1
130,D:\skripsi\Dataset\CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)\squamous cell carcinoma\squamous cell carcinoma (156).png,CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ),squamous cell carcinoma,squamous cell carcinoma (156).png,Malignant,SquamousCellCarcinoma,True,False,False,425,301,1.412,d13a02694f6c3f74,15076365353903472500,305cdefeea5a5a3c,b9afc2cc932c3cce407f243ae6e01fa2,CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|squamous cell carcinoma::156,474,40,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|squamous cell carcinoma|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|squamous cell carcinoma::31,trainval,0
131,D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\train\adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib\000107 (9).png,Chest CT-Scan images Dataset (Mohamed Hany),train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib,000107 (9).png,Malignant,Adenocarcinoma,True,False,False,395,257,1.537,c57847214acf6d4e,14229201230991682894,384ed2dbdb5a3e3c,c965b31fc69b8ba1120b23614f910e01,Chest CT-Scan images Dataset (Mohamed Hany)|train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib::000107,477,4,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,Chest CT-Scan images Dataset (Mohamed Hany)|train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib|Chest CT-Scan images Dataset (Mohamed Hany)|train/adenocarcinoma_left.lower.lobe_T2_N0_M0_Ib::21,trainval,3
132,D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\squamous.cell.carcinoma\000119 (4).png,Chest CT-Scan images Dataset (Mohamed Hany),test/squamous.cell.carcinoma,000119 (4).png,Malignant,SquamousCellCarcinoma,True,False,False,457,324,1.41,90a347447f9a6c3b,10422252322189634619,307e5f5f5a7a3c00,701755bbf4ef770869108491cc1fe4f0,Chest CT-Scan images Dataset (Mohamed Hany)|test/squamous.cell.carcinoma::000119,480,24,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,Chest CT-Scan images Dataset (Mohamed Hany)|test/squamous.cell.carcinoma|Chest CT-Scan images Dataset (Mohamed Hany)|test/squamous.cell.carcinoma::23,trainval,1
133,D:\skripsi\Dataset\Chest CT-Scan images Dataset (Mohamed Hany)\test\adenocarcinoma\000121 (7).png,Chest CT-Scan images Dataset (Mohamed Hany),test/adenocarcinoma,000121 (7).png,Malignant,Adenocarcinoma,True,False,False,454,347,1.308,d0b12e676b9a3c29,15037851652488576041,007e7e7e7e7e3c00,f63dc36a0cf42f7a65c1b63477af7a00,Chest CT-Scan images Dataset (Mohamed Hany)|test/adenocarcinoma::000121,484,40,False,CT Scan Images for Lung Cancer (Dishan rathi20)|CT Scan Images of Lung Cancer Patients.(MD. NAFEES IMTIAZ)|Chest CT-Scan images Dataset (Mohamed Hany)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),True,Chest CT-Scan images Dataset (Mohamed Hany)|test/adenocarcinoma|Chest CT-Scan images Dataset (Mohamed Hany)|test/adenocarcinoma::24,trainval,4
