path,label,class_name,split
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.175773779529863791864938329989.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.272348349298439120568330857680.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.321277722572948252262254762795.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.302946859870541121207409670214.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.848166234461869260408773278955.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.276831325040358815613434606380.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.286627485198831346082954437212.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.159026300526162106155638433321.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.309483256945153562730089381779.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.248360766706804179966476685510.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.153732973534937692357111055819.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.185226274332527104841463955058.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.315770913282450940389971401304.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.670007319415406991866816327183.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.128023902651233986592378348912.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.139713436241461669335487719526.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.276351267409869539593937734609.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.267519732763035023633235877753.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.137773550852881583165286615668.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.139889514693390832525232698200.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.224465398054769500989828256685.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.134370886216012873213579659366.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.616033753016904899083676284739.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.133132722052053001903031735878.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.211956804948320236390242845468.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.952265563663939823135367733681.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.762989635154095750732267242621.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.790013313334466425295235589574.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.286359704222993185355649430232.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.286769706315602904461487778787.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.134431713337414332708539217972.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.102962801900681595502684962582.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.244995725416880806339898556632.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.118140393257625250121502185026.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.116798263639724314842490465662.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.210426531621179400035178209430.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.154703816225841204080664115280.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.644726997798389867750012734671.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.282779922503707013097174625409.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.336894364358709782463716339027.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.268838889380981659524993261082.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.159487863629600617733659914437.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.300967045069639864835893744907.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.663019255629770796363333877035.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.305858704835252413616501469037.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.159265166937401777756248496632.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.328966172046407489713246745434.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.410251741986998833890312367579.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.313409765889802928878750491956.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.228511122591230092662900221600.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.187966156856911682643615997798.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.256542095129414948017808425649.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.211317669233467214881380477830.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.290135156874098366424871975734.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.105495028985881418176186711228.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.100678017805946348616192905152.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.238863705761552554567603436775.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.187803155574314810830688534991.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.296066944953051278419805374238.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.861997885565255340442123234170.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.320111824803959660037459294083.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.230965082640497617949993084836.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.175318131822744218104175746898.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.271033598344002470239441936565.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.252634638822000832774167856951.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.241981176885873121060876030928.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.208799435275324703237064065912.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.278010349511857248000260557753.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.102681962408431413578140925249.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.186021279664749879526003668137.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.219868234028570087207178877058.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.174935793360491516757154875981.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.309672797925724868457151381131.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.277452631455527999380186898011.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.213140617640021803112060161074.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.504324996863016748259361352296.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.627998298349675613581885874395.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.170706757615202213033480003264.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.179683407589764683292800449011.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.134431569579259979556425158178.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.264251211689085893915477907261.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.337845202462615014431060697507.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.872298293574787924842447249863.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.198698492013538481395497694975.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.160855290323404581151359396193.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.440226700369921575481834344455.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.245349763807614756148761326488.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.268589491017129166376960414534.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.149594025507110912206042203576.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.128059192202504367870633619224.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.330643702676971528301859647742.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.290078466983681447758193147990.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.195674076148062852502601112560.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.126631670596873065041988320084.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.333319057944372470283038483725.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.162207236104936931957809623059.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.193964947698259739624715468431.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.332829333783605240302521201463.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.430109407146633213496148200410.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.179209990684978588019929720099.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.132435134414676494105851714351.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.558286136379689377915919180358.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.140239815496047437552471323962.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.141511313712034597336182402384.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.465032801496479029639448332481.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.199975006921901879512837687266.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.180670358170522899990057853746.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.960327114371877102455429188945.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.257383535269991165447822992959.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.624425075947752229712087113746.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.231834776365874788440767645596.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.278660284797073139172446973682.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.142026812390984321013050559882.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.195913706607582347421429908613.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.359143350815328767049489480026.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.140111454550080978718222319268.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.177207860318316149928777631671.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.334789205089865223056093221412.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.330544495001617450666819906758.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.332453873575389860371315979768.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.410365840592575460083574159166.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.194488534645348916700259325236.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.206539885154775002929031534291.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.338996946077590511450623068993.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.147159006010754977490852730189.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.323408652979949774528873200770.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.292194861362266467652267941663.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.741173887596751104298730976972.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.324567010179873305471925391582.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.224845111941302943990256315343.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.192419869605596446455526220766.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.317087518531899043292346860596.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.204303454658845815034433453512.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.242761658169703141430370511586.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.205174485766424333452131788504.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.219349715895470349269596532320.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.119304665257760307862874140576.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.217955041973656886482758642958.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.225515255547637437801620523312.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.262736997975960398949912434623.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.439153572396640163898529626096.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.188619674701053082195613114069.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.167237290696350215427953159586.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.994459772950022352718462251777.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.504674791539860887163753998534.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.139220092088925176183531326119.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.910435939545691201820711078950.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.124656777236468248920498636247.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.331136451298749863730308327406.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.188810583335835232643319245598.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.296738183013079390785739615169.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.136830368929967292376608088362.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.249314567767437206995861966896.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.265780642925621389994857727416.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.803808126682275425758092691689.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.701514276942509393419164159551.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.877026508860018521147620598474.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.156190670724166928373489555815.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.159521777966998275980367008904.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.203179378754043776171267611064.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.213233719488315954975724605159.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.122763913896761494371822656720.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.882070241245008756731854510592.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.147979688121667984912633630926.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.141430002307216644912805017227.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.397522780537301776672854630421.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Malignant\1.3.6.1.4.1.14519.5.2.1.6279.6001.120842785645314664964010792308.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.219281726101239572270900838145.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.776429308535398795601496131524.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Normal\1.3.6.1.4.1.14519.5.2.1.6279.6001.146550750837219764744267805943.png,1,Lung_CT,train
D:\skripsi\Dataset\lidc-idri-images-full\Benign\1.3.6.1.4.1.14519.5.2.1.6279.6001.257840703452266097926250569223.png,1,Lung_CT,train
