canonical_label,path_a,source_a,path_b,source_b,phash_distance,ahash_distance
Malignant,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (121).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),D:\skripsi\Dataset\IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (121).jpg,IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar),0,0
Malignant,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (121).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),D:\skripsi\Dataset\Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (120).jpg,Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),4,1
Malignant,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (121).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),D:\skripsi\Dataset\Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (121).jpg,Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),0,0
Malignant,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (121).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),D:\skripsi\Dataset\The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy )\Malignant cases\Malignant case (120).jpg,The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),4,1
Malignant,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (121).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),D:\skripsi\Dataset\The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy )\Malignant cases\Malignant case (121).jpg,The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),0,0
Malignant,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (355).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),D:\skripsi\Dataset\IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (355).jpg,IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar),0,0
Malignant,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (355).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),D:\skripsi\Dataset\Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (355).jpg,Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),0,0
Malignant,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (355).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),D:\skripsi\Dataset\The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy )\Malignant cases\Malignant case (355).jpg,The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),0,0
Malignant,D:\skripsi\Dataset\IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (120).jpg,IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar),D:\skripsi\Dataset\Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (120).jpg,Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),0,0
Malignant,D:\skripsi\Dataset\IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (120).jpg,IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar),D:\skripsi\Dataset\Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (121).jpg,Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),4,1
Malignant,D:\skripsi\Dataset\IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (120).jpg,IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar),D:\skripsi\Dataset\The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy )\Malignant cases\Malignant case (120).jpg,The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),0,0
Malignant,D:\skripsi\Dataset\IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (120).jpg,IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar),D:\skripsi\Dataset\The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy )\Malignant cases\Malignant case (121).jpg,The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),4,1
Malignant,D:\skripsi\Dataset\IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (121).jpg,IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar),D:\skripsi\Dataset\Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (120).jpg,Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),4,1
Malignant,D:\skripsi\Dataset\IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (121).jpg,IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar),D:\skripsi\Dataset\Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (121).jpg,Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),0,0
Malignant,D:\skripsi\Dataset\IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (121).jpg,IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar),D:\skripsi\Dataset\The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy )\Malignant cases\Malignant case (120).jpg,The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),4,1
Malignant,D:\skripsi\Dataset\IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (121).jpg,IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar),D:\skripsi\Dataset\The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy )\Malignant cases\Malignant case (121).jpg,The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),0,0
Malignant,D:\skripsi\Dataset\IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (355).jpg,IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar),D:\skripsi\Dataset\Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (355).jpg,Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),0,0
Malignant,D:\skripsi\Dataset\IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (355).jpg,IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar),D:\skripsi\Dataset\The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy )\Malignant cases\Malignant case (355).jpg,The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),0,0
Malignant,D:\skripsi\Dataset\Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (120).jpg,Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),D:\skripsi\Dataset\The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy )\Malignant cases\Malignant case (120).jpg,The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),0,0
Malignant,D:\skripsi\Dataset\Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (120).jpg,Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),D:\skripsi\Dataset\The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy )\Malignant cases\Malignant case (121).jpg,The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),4,1
Malignant,D:\skripsi\Dataset\Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (121).jpg,Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),D:\skripsi\Dataset\The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy )\Malignant cases\Malignant case (120).jpg,The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),4,1
Malignant,D:\skripsi\Dataset\Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (121).jpg,Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),D:\skripsi\Dataset\The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy )\Malignant cases\Malignant case (121).jpg,The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),0,0
Malignant,D:\skripsi\Dataset\Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (355).jpg,Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),D:\skripsi\Dataset\The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy )\Malignant cases\Malignant case (355).jpg,The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),0,0
Malignant,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (122).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),D:\skripsi\Dataset\IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (122).jpg,IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar),0,0
Malignant,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (122).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),D:\skripsi\Dataset\IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (123).jpg,IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar),2,0
Malignant,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (122).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),D:\skripsi\Dataset\Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (122).jpg,Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),0,0
Malignant,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (122).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),D:\skripsi\Dataset\Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (123).jpg,Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),2,0
Malignant,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (122).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),D:\skripsi\Dataset\The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy )\Malignant cases\Malignant case (122).jpg,The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),0,0
Malignant,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (122).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),D:\skripsi\Dataset\The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy )\Malignant cases\Malignant case (123).jpg,The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),2,0
Malignant,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (123).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),D:\skripsi\Dataset\IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (122).jpg,IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar),2,0
Malignant,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (123).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),D:\skripsi\Dataset\IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (123).jpg,IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar),0,0
Malignant,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (123).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),D:\skripsi\Dataset\Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (122).jpg,Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),2,0
Malignant,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (123).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),D:\skripsi\Dataset\Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (123).jpg,Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),0,0
Malignant,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (123).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),D:\skripsi\Dataset\The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy )\Malignant cases\Malignant case (122).jpg,The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),2,0
Malignant,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (123).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),D:\skripsi\Dataset\The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy )\Malignant cases\Malignant case (123).jpg,The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),0,0
Malignant,D:\skripsi\Dataset\IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (122).jpg,IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar),D:\skripsi\Dataset\Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (122).jpg,Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),0,0
Malignant,D:\skripsi\Dataset\IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (122).jpg,IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar),D:\skripsi\Dataset\Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (123).jpg,Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),2,0
Malignant,D:\skripsi\Dataset\IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (122).jpg,IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar),D:\skripsi\Dataset\The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy )\Malignant cases\Malignant case (122).jpg,The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),0,0
Malignant,D:\skripsi\Dataset\IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (122).jpg,IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar),D:\skripsi\Dataset\The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy )\Malignant cases\Malignant case (123).jpg,The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),2,0
Malignant,D:\skripsi\Dataset\IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (123).jpg,IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar),D:\skripsi\Dataset\Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (122).jpg,Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),2,0
Malignant,D:\skripsi\Dataset\IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (123).jpg,IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar),D:\skripsi\Dataset\Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (123).jpg,Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),0,0
Malignant,D:\skripsi\Dataset\IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (123).jpg,IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar),D:\skripsi\Dataset\The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy )\Malignant cases\Malignant case (122).jpg,The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),2,0
Malignant,D:\skripsi\Dataset\IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (123).jpg,IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar),D:\skripsi\Dataset\The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy )\Malignant cases\Malignant case (123).jpg,The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),0,0
Malignant,D:\skripsi\Dataset\Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (122).jpg,Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),D:\skripsi\Dataset\The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy )\Malignant cases\Malignant case (122).jpg,The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),0,0
Malignant,D:\skripsi\Dataset\Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (122).jpg,Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),D:\skripsi\Dataset\The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy )\Malignant cases\Malignant case (123).jpg,The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),2,0
Malignant,D:\skripsi\Dataset\Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (123).jpg,Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),D:\skripsi\Dataset\The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy )\Malignant cases\Malignant case (122).jpg,The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),2,0
Malignant,D:\skripsi\Dataset\Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (123).jpg,Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),D:\skripsi\Dataset\The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy )\Malignant cases\Malignant case (123).jpg,The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),0,0
Malignant,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (124).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),D:\skripsi\Dataset\IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (124).jpg,IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar),0,0
Malignant,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (124).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),D:\skripsi\Dataset\Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (124).jpg,Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),0,0
Malignant,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (124).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),D:\skripsi\Dataset\The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy )\Malignant cases\Malignant case (124).jpg,The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),0,0
Malignant,D:\skripsi\Dataset\IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (124).jpg,IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar),D:\skripsi\Dataset\Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (124).jpg,Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),0,0
Malignant,D:\skripsi\Dataset\IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (124).jpg,IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar),D:\skripsi\Dataset\The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy )\Malignant cases\Malignant case (124).jpg,The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),0,0
Malignant,D:\skripsi\Dataset\Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (124).jpg,Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),D:\skripsi\Dataset\The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy )\Malignant cases\Malignant case (124).jpg,The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),0,0
Malignant,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (125).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),D:\skripsi\Dataset\IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (125).jpg,IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar),0,0
Malignant,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (125).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),D:\skripsi\Dataset\IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)\The IQ-OTHNCCD lung cancer dataset\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (128).jpg,IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar),2,1
Malignant,D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (125).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),D:\skripsi\Dataset\Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)\The IQ-OTHNCCD lung cancer dataset\Malignant cases\Malignant case (125).jpg,Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes),0,0
