path,source_dataset,raw_folder,filename,canonical_label,subtype,is_labeled,is_synthetic_source,corrupt,width,height,aspect_ratio,phash,phash_int,ahash,md5,case_key,group_root,group_id,group_size,label_conflict,group_sources,cross_dataset_duplicate,matches_real_pool_md5,matches_real_pool_phash
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (297).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (297).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,944e4fb939c4c49b,10686566622753506459,00007ededfff3e00,d830f48c019c5f830450f6e63436dbcb,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::297,2083.0,564,8,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,,
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (298).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (298).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,944e4bbd38c4e49b,10686562241870095515,00107ededfff7e00,31c91708fa31a4648afd2a2540e4785c,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::298,2085.0,565,8,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,,
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (299).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (299).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,944e4bbd38c4e49b,10686562241870095515,00107ededfff7e00,dba6a9e8b10f8711b51deed019182f41,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::299,2085.0,565,8,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,,
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (3).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (3).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,944b2bac7879a533,10685682560622241075,003c7ededf7e3c00,8e472f6c4c437bebcb54b08d9304ddac,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::3,2087.0,566,12,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,,
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (30).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (30).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,d4462bbd3464c2f3,15295961276038300403,00087cdaff7e0000,296f93128a733ec49fca6c4850fdbbcd,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::30,2088.0,567,4,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,,
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (300).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (300).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,944b43bd38c4e59b,10685709020846941595,00107edadfff3e00,b6df4c547526c6d6168f9a6d628039a3,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::300,2089.0,568,4,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,,
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (301).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (301).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,944f43bd3844e59b,10686834920745395611,00187edadfff3e00,a540d02cb2989a12adc37997b11c0d45,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::301,2090.0,569,8,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,,
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (302).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (302).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,944f43bd3844e59b,10686834920745395611,00187edadfff3e00,21ca149e63cb93b0bde0b3fd417ea52f,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::302,2090.0,569,8,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,,
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (303).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (303).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,944f63bd3840e59b,10686870105117222299,00187edadfff3e00,677e262f613f433e490e3b85c988935c,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::303,2092.0,570,4,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,,
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (304).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (304).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,944b63bd7840e59b,10685744206284121499,001c7edadfff3e00,56ae3ed4a04f60bbb3c10237ddc51920,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::304,2093.0,571,8,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,,
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (305).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (305).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,944b63bd7840e59b,10685744206284121499,003c7edadfff3e00,c6468492529cdf98545da4df10158d3d,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::305,2093.0,571,8,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,,
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (306).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (306).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,944b63bd784464bb,10685744206284350651,003c7edadfff3e00,1007aa56e55063707d804d4547d083e2,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::306,2095.0,572,4,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,,
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (307).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (307).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,d44b23bd794064bb,15297359855984075963,003c7edadfff3e00,0f53fa119ff1b2d9a64e6e86a1885211,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::307,2096.0,573,8,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,,
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (308).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (308).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,d44b23bd794064bb,15297359855984075963,003c7edadfff3e00,6319c83eb8e1e659036889631c391bea,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::308,2096.0,573,8,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,,
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (309).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (309).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,d44f03bd794064bb,15298450571518829755,003c7edadfff3e00,f1af719a53458a2d34ac23d776c84b73,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::309,2098.0,574,4,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,,
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (31).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (31).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,d4422bbf3c68c2f4,15294835384855872244,00387e5aff7e0000,23bc3d494e0fc75f029f53bfcc521801,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::31,2099.0,575,4,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,,
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (310).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (310).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,d44b03bd794464bb,15297324671612249275,003c7edadfff3e00,a96935f9efb00ae703c04ae6a62d8658,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::310,2100.0,576,4,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,,
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (311).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (311).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,d44703bd794464bb,15296198771705406651,003c7edadfff3e00,8a757f55c590a7ebe72580eedf31c682,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::311,2101.0,577,4,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,,
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (312).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (312).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,d44f03bd7944643b,15298450571519091771,003c7edadfff3e00,fb83308236a5a0b1a786ce513a5b532c,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::312,2102.0,578,4,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,,
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (313).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (313).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,d44f02fd7944643b,15298449746885370939,003c7edadbff3e00,36342e13a609a97c8b6c3d67523cb2fe,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::313,2103.0,579,4,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,,
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (314).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (314).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,dd4602fd7944643b,15944434818436326459,003c7edadbff3e00,a36201178b35a55d105f4b32f40f9ccb,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::314,2104.0,580,36,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,,
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (315).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (315).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,dd4602fd7944643b,15944434818436326459,003c7edadbff3e00,e19fa076204f35f9921bc0f1153b8f39,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::315,2104.0,580,36,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,,
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (316).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (316).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,dd4602fd7944643b,15944434818436326459,003c7edadbff3e00,08585e973fff751a9876f008824181da,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::316,2104.0,580,36,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,,
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (317).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (317).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,dd4602fd7944643b,15944434818436326459,003c7edadbff7e00,1db1b2a828c93690d3966895138b7bb0,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::317,2104.0,580,36,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,,
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (318).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (318).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,dd4602fd7944643b,15944434818436326459,003c7edadbfb7e00,f2cc0cfea0bc695910ac2b1e5f8c90ba,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::318,2104.0,580,36,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,,
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (319).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (319).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,dd4602fd7944643b,15944434818436326459,003c7edadbfb7e00,f7f58bc27fb55f30f344954a6cb91b34,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::319,2104.0,580,36,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,,
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (32).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (32).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,d4502bbf3c6cc2f0,15298776034530083568,00387edaff7e0000,95313b9f3367c478ee21704681fdc8ea,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::32,2110.0,581,4,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,,
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (320).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (320).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,dd4602fd7944643b,15944434818436326459,003c7edadbfb7e00,829d37aa784220459f6b2096cb12b451,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::320,2104.0,580,36,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,,
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (321).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (321).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,dd4602fd7944643b,15944434818436326459,003c7edadbdb7e00,cdab203155e246b8b0094d6a588ebfd7,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::321,2104.0,580,36,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,,
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (322).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (322).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,dd4602fd7944643b,15944434818436326459,003c7edadbdb7e00,ca76c789896f22a02d4fe182da55ae99,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::322,2104.0,580,36,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,,
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (323).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (323).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,d4330bac3cd3c62b,15290577994235758123,00003cffdfff3c00,386c78147f7ff20ca4967c72575c364b,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::323,2114.0,582,4,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,,
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (324).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (324).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,d4330bac3cd3d22b,15290577994235761195,00007cffdfff3800,31a0673b882516ce2b3a7b7de5435f2d,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::324,2115.0,583,4,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,,
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (325).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (325).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,d4530bad3cd1d22b,15299585197785338411,00007cffdbff3800,c1ab779f2528c28724fd0af26eb78aa2,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::325,2116.0,584,4,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,,
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (326).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (326).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,d4730bad7cd0c22b,15308592398113751595,00007cffdbff3c00,e1df9b6d347e28c4bc464882d6008d4b,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::326,2117.0,585,4,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,,
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (327).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (327).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,d4730bac7cd1c28b,15308592393818849931,00007cdedbff3c18,8f14053254ea2ec6362c997978a198ae,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::327,2118.0,586,4,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,,
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\Malignant cases\Malignant case (328).jpg,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/Malignant cases,Malignant case (328).jpg,Malignant,Unspecified,True,False,False,512,512,1.0,d4730bac7dd1c08b,15308592393835626635,00007cdedbff3c18,bfdc526e6251af3259581559827c9f0b,CT Scan Images for Lung Cancer (Dishan rathi20)|Data/train/Malignant cases::328,2119.0,587,12,False,CT Scan Images for Lung Cancer (Dishan rathi20)|IQ-OTHNCCD - Lung Cancer Dataset (Aditya Mahimkar)|Lung cancer dataset (IQ-OTHNCCD)(Waseim Nagah Hennes)|The IQ-OTHNCCD lung cancer dataset ( Hamdalla F. Al-Yasriy ),True,,
