path,source_dataset,raw_folder,filename,canonical_label,subtype,is_labeled,is_synthetic_source,corrupt,width,height,aspect_ratio,phash,phash_int,ahash,md5
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\13 - Copy (3).png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,13 - Copy (3).png,Normal,Normal,True,False,False,847,533,1.589,99134467c67e536c,11030235124862964588,7c5a19199989d35a,54b4ab4d25aaf23d36a3c57860d20411
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\13 - Copy - Copy.png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,13 - Copy - Copy.png,Normal,Normal,True,False,False,847,533,1.589,99134467c66e537c,11030235124861916028,7c5a19199989d35a,e0b5d49bb849a2dd47f9bb102cf8f6e6
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\13 - Copy.png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,13 - Copy.png,Normal,Normal,True,False,False,847,533,1.589,99134467c66e537c,11030235124861916028,7c5a19199989d35a,e0b5d49bb849a2dd47f9bb102cf8f6e6
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\13.png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,13.png,Normal,Normal,True,False,False,847,533,1.589,99134467c67e536c,11030235124862964588,7c5a19199989d35a,54b4ab4d25aaf23d36a3c57860d20411
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\16 (2) - Copy.png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,16 (2) - Copy.png,Normal,Normal,True,False,False,366,234,1.564,d103533f6a386db4,15060973110687198644,247e52d39bcb5e7c,32c9080cd8561ddd72c6f5194e9f90c3
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\16 (2).png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,16 (2).png,Normal,Normal,True,False,False,366,234,1.564,d103533f6a386db4,15060973110687198644,247e52d39bcb5e7c,32c9080cd8561ddd72c6f5194e9f90c3
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\16 - Copy (2) - Copy.png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,16 - Copy (2) - Copy.png,Normal,Normal,True,False,False,279,210,1.329,bd71d113523a723a,13650921826450829882,6eff811111919bfe,ce53a5fcb94b7345dfb7026b34f3e0ff
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\16 - Copy (2).png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,16 - Copy (2).png,Normal,Normal,True,False,False,279,210,1.329,bd71d113523a723a,13650921826450829882,6eff811111919bfe,ce53a5fcb94b7345dfb7026b34f3e0ff
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\16 - Copy (3).png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,16 - Copy (3).png,Normal,Normal,True,False,False,366,234,1.564,d103523f6b386db4,15060972011192348084,247e52d39bcbde7c,6c0bb991f74ebcd94018392649935488
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\16 - Copy - Copy.png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,16 - Copy - Copy.png,Normal,Normal,True,False,False,366,234,1.564,d103523f6b386db4,15060972011192348084,247e52d39bcb5e7c,11c2e59052d1ef90a1d6484dbe244eeb
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\16 - Copy.png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,16 - Copy.png,Normal,Normal,True,False,False,366,234,1.564,d103523f6b386db4,15060972011192348084,247e52d39bcb5e7c,11c2e59052d1ef90a1d6484dbe244eeb
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\16.png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,16.png,Normal,Normal,True,False,False,366,234,1.564,d103523f6b386db4,15060972011192348084,247e52d39bcbde7c,6c0bb991f74ebcd94018392649935488
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\17 (2) - Copy.png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,17 (2) - Copy.png,Normal,Normal,True,False,False,543,475,1.143,9892c56567d4cec6,10994066679689170630,7e5f9d8d81995a3c,459435c13315cb96e585885735c94ccc
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\17 (2).png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,17 (2).png,Normal,Normal,True,False,False,543,475,1.143,9892c56567d4cec6,10994066679689170630,7e5f9d8d81995a3c,459435c13315cb96e585885735c94ccc
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\17 - Copy (2) - Copy.png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,17 - Copy (2) - Copy.png,Normal,Normal,True,False,False,453,425,1.066,9a92c463d1dcc66e,11138180761442371182,5f9d9e9c0008995a,740f05c0bfc0f1cf80409a40a4d7a8c9
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\17 - Copy (2).png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,17 - Copy (2).png,Normal,Normal,True,False,False,453,425,1.066,9a92c463d1dcc66e,11138180761442371182,5f9d9e9c0008995a,740f05c0bfc0f1cf80409a40a4d7a8c9
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\17 - Copy (3).png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,17 - Copy (3).png,Normal,Normal,True,False,False,543,475,1.143,9892c56567d4cec6,10994066679689170630,7e5f9d8d81995a3c,0d645c4b19992372a9f6ad52a47729f5
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\17 - Copy - Copy.png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,17 - Copy - Copy.png,Normal,Normal,True,False,False,543,475,1.143,9892c56567d4cec6,10994066679689170630,7e4f9d8d81995a3c,6cdf7af1a565474267e529d8e2806a5b
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\17 - Copy.png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,17 - Copy.png,Normal,Normal,True,False,False,543,475,1.143,9892c56567d4cec6,10994066679689170630,7e4f9d8d81995a3c,6cdf7af1a565474267e529d8e2806a5b
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\17.png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,17.png,Normal,Normal,True,False,False,543,475,1.143,9892c56567d4cec6,10994066679689170630,7e5f9d8d81995a3c,0d645c4b19992372a9f6ad52a47729f5
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\18 (2) - Copy.png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,18 (2) - Copy.png,Normal,Normal,True,False,False,438,338,1.296,9a12c56d47c65e96,11102153104567983766,3c0c9d9c8999ff3c,73c3c787dedea638633a1d53e41ca508
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\18 (2).png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,18 (2).png,Normal,Normal,True,False,False,438,338,1.296,9a12c56d47c65e96,11102153104567983766,3c0c9d9c8999ff3c,73c3c787dedea638633a1d53e41ca508
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\18 - Copy (2) - Copy.png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,18 - Copy (2) - Copy.png,Normal,Normal,True,False,False,438,338,1.296,9a12c56d47c65e96,11102153104567983766,3c0c9d9c8999ff3c,cb77eb2fca9a1fa0b3617d1a5a2c4bdd
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\18 - Copy (2).png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,18 - Copy (2).png,Normal,Normal,True,False,False,438,338,1.296,9a12c56d47c65e96,11102153104567983766,3c0c9d9c8999ff3c,cb77eb2fca9a1fa0b3617d1a5a2c4bdd
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\18 - Copy (3).png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,18 - Copy (3).png,Normal,Normal,True,False,False,438,338,1.296,9a12c56d47c65e96,11102153104567983766,3c0c9d9c8999ff3c,0246900641cdc0ee36de1c0a2bc974ae
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\18 - Copy - Copy.png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,18 - Copy - Copy.png,Normal,Normal,True,False,False,438,338,1.296,9a12c56d47c65e96,11102153104567983766,3c0c9d9c8999ff3c,ef03696d21724e842d182a64032e8cf3
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\18 - Copy.png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,18 - Copy.png,Normal,Normal,True,False,False,438,338,1.296,9a12c56d47c65e96,11102153104567983766,3c0c9d9c8999ff3c,ef03696d21724e842d182a64032e8cf3
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\18.png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,18.png,Normal,Normal,True,False,False,438,338,1.296,9a12c56d47c65e96,11102153104567983766,3c0c9d9c8999ff3c,0246900641cdc0ee36de1c0a2bc974ae
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\19 (2) - Copy.png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,19 (2) - Copy.png,Normal,Normal,True,False,False,538,419,1.284,9dbbc0e443c41fb1,11365890171221581745,ffcb99999999ff3c,01c81f15b578c0b7a0583a8cc6f74bc4
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\19 (2).png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,19 (2).png,Normal,Normal,True,False,False,538,419,1.284,9dbbc0e443c41fb1,11365890171221581745,ffcb99999999ff3c,01c81f15b578c0b7a0583a8cc6f74bc4
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\19 - Copy (2) - Copy.png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,19 - Copy (2) - Copy.png,Normal,Normal,True,False,False,478,356,1.343,9a32e467c6ce92cc,11111194365044626124,ff89999c988999ff,37c701fcbc991235cda33b2d85706f9f
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\19 - Copy (2).png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,19 - Copy (2).png,Normal,Normal,True,False,False,478,356,1.343,9a32e467c6ce92cc,11111194365044626124,ff89999c988999ff,37c701fcbc991235cda33b2d85706f9f
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\19 - Copy (3).png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,19 - Copy (3).png,Normal,Normal,True,False,False,538,419,1.284,9dbbc0e443c41fb1,11365890171221581745,ffcb99999999ff3c,8b09b57b7eae5d2425ff7561ebfae0c2
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\19 - Copy - Copy.png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,19 - Copy - Copy.png,Normal,Normal,True,False,False,538,419,1.284,9dbbc0e443c41fb1,11365890171221581745,ffcb99999999ff3c,14fa9aa413d8fe1d18bf960d8828740a
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\19 - Copy.png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,19 - Copy.png,Normal,Normal,True,False,False,538,419,1.284,9dbbc0e443c41fb1,11365890171221581745,ffcb99999999ff3c,14fa9aa413d8fe1d18bf960d8828740a
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\19.png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,19.png,Normal,Normal,True,False,False,538,419,1.284,9dbbc0e443c41fb1,11365890171221581745,ffcb99999999ff3c,8b09b57b7eae5d2425ff7561ebfae0c2
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\2 (2) - Copy.png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,2 (2) - Copy.png,Normal,Normal,True,False,False,619,479,1.292,9933466d0f923d93,11039244545841839507,0058dc9d99db5e3c,f8fdeb1e90b0961fcc57b8a1e9f0ca10
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\2 (2).png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,2 (2).png,Normal,Normal,True,False,False,619,479,1.292,9933466d0f923d93,11039244545841839507,0058dc9d99db5e3c,f8fdeb1e90b0961fcc57b8a1e9f0ca10
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\2 - Copy (2) - Copy.png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,2 - Copy (2) - Copy.png,Normal,Normal,True,False,False,630,626,1.006,993766691ad06dc6,11040405613129526726,00007edd99db7e00,f77e3b8a4bd78bd6a23cbda652f03e48
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\2 - Copy (2).png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,2 - Copy (2).png,Normal,Normal,True,False,False,630,626,1.006,993766691ad06dc6,11040405613129526726,00007edd99db7e00,f77e3b8a4bd78bd6a23cbda652f03e48
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\2 - Copy (3).png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,2 - Copy (3).png,Normal,Normal,True,False,False,630,626,1.006,993766691ad06dc6,11040405613129526726,00007edd99db7e00,0cd58bfa4e7510100f03f928af9b4afc
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\2 - Copy - Copy.png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,2 - Copy - Copy.png,Normal,Normal,True,False,False,630,626,1.006,993766691ad06dc6,11040405613129526726,00007edd99db7e00,f77e3b8a4bd78bd6a23cbda652f03e48
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\2 - Copy.png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,2 - Copy.png,Normal,Normal,True,False,False,630,626,1.006,993766691ad06dc6,11040405613129526726,00007edd99db7e00,f77e3b8a4bd78bd6a23cbda652f03e48
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\2.png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,2.png,Normal,Normal,True,False,False,630,626,1.006,993766691ad06dc6,11040405613129526726,00007edd99db7e00,0cd58bfa4e7510100f03f928af9b4afc
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\20 (2) - Copy.png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,20 (2) - Copy.png,Normal,Normal,True,False,False,393,270,1.456,dd9ac06143cccb67,15968286952777370471,7c9e9d998999da7c,9a41c798e6e59d44b96c646ec0cdabb0
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\20 (2).png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,20 (2).png,Normal,Normal,True,False,False,393,270,1.456,dd9ac06143cccb67,15968286952777370471,7c9e9d998999da7c,9a41c798e6e59d44b96c646ec0cdabb0
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\20 - Copy (2) - Copy.png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,20 - Copy (2) - Copy.png,Normal,Normal,True,False,False,393,270,1.456,dd9ac06143cccb67,15968286952777370471,7c9e9c998999da7c,55ff72351cd8799c4a92ad8cc6d852c0
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\20 - Copy (2).png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,20 - Copy (2).png,Normal,Normal,True,False,False,393,270,1.456,dd9ac06143cccb67,15968286952777370471,7c9e9c998999da7c,55ff72351cd8799c4a92ad8cc6d852c0
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\20 - Copy (3).png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,20 - Copy (3).png,Normal,Normal,True,False,False,393,270,1.456,dd9ac06143cccb67,15968286952777370471,7c9e9d998999da7c,9a41c798e6e59d44b96c646ec0cdabb0
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\20 - Copy - Copy.png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,20 - Copy - Copy.png,Normal,Normal,True,False,False,393,270,1.456,dd9ac06143cccb67,15968286952777370471,7c9e9c998999da7c,2db6f3f8a0d064d40a480f3f4c4bded4
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\20 - Copy.png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,20 - Copy.png,Normal,Normal,True,False,False,393,270,1.456,dd9ac06143cccb67,15968286952777370471,7c9e9c998999da7c,2db6f3f8a0d064d40a480f3f4c4bded4
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\20.png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,20.png,Normal,Normal,True,False,False,393,270,1.456,dd9ac06143cccb67,15968286952777370471,7c9e9d998999da7c,9a41c798e6e59d44b96c646ec0cdabb0
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\21 - Copy (2) - Copy.png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,21 - Copy (2) - Copy.png,Normal,Normal,True,False,False,629,491,1.281,9913446d47967e96,11030235148503645846,38489d9d8999ff3c,19760ebd9fc13424fcfb653c0097a995
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\21 - Copy (2).png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,21 - Copy (2).png,Normal,Normal,True,False,False,629,491,1.281,9913446d47967e96,11030235148503645846,38489d9d8999ff3c,19760ebd9fc13424fcfb653c0097a995
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\21 - Copy - Copy.png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,21 - Copy - Copy.png,Normal,Normal,True,False,False,629,491,1.281,9913446d47967e96,11030235148503645846,38489d9d8999ff3c,19760ebd9fc13424fcfb653c0097a995
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\21 - Copy.png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,21 - Copy.png,Normal,Normal,True,False,False,629,491,1.281,9913446d47967e96,11030235148503645846,38489d9d8999ff3c,19760ebd9fc13424fcfb653c0097a995
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\3 (2) - Copy.png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,3 (2) - Copy.png,Normal,Normal,True,False,False,443,344,1.288,915a466d3fbc30b1,10473761318438187185,003c5ededbda7e3c,071ffc9dd155d9f3f30c42aca168c0fb
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\3 (2).png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,3 (2).png,Normal,Normal,True,False,False,443,344,1.288,915a466d3fbc30b1,10473761318438187185,003c5ededbda7e3c,071ffc9dd155d9f3f30c42aca168c0fb
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\3 - Copy (2) - Copy.png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,3 - Copy (2) - Copy.png,Normal,Normal,True,False,False,443,344,1.288,911a466d3fbc30f1,10455746919928705265,003c5ededbda7e3c,7952642030d709d46e1eb1ba69174c45
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\3 - Copy (2).png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,3 - Copy (2).png,Normal,Normal,True,False,False,443,344,1.288,911a466d3fbc30f1,10455746919928705265,003c5ededbda7e3c,7952642030d709d46e1eb1ba69174c45
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\3 - Copy (3).png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,3 - Copy (3).png,Normal,Normal,True,False,False,443,344,1.288,915a466d3fbc30b1,10473761318438187185,003c5ededbda7e3c,071ffc9dd155d9f3f30c42aca168c0fb
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\3 - Copy - Copy.png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,3 - Copy - Copy.png,Normal,Normal,True,False,False,443,344,1.288,911a466d3fbc30f1,10455746919928705265,003c5ededbda7e3c,7952642030d709d46e1eb1ba69174c45
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\3 - Copy.png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,3 - Copy.png,Normal,Normal,True,False,False,443,344,1.288,911a466d3fbc30f1,10455746919928705265,003c5ededbda7e3c,7952642030d709d46e1eb1ba69174c45
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\3.png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,3.png,Normal,Normal,True,False,False,443,344,1.288,915a466d3fbc30b1,10473761318438187185,003c5ededbda7e3c,071ffc9dd155d9f3f30c42aca168c0fb
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\4 (2) - Copy.png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,4 (2) - Copy.png,Normal,Normal,True,False,False,617,481,1.283,9b13c46d47962e96,11174491074067836566,38189d998999bf3c,619cb5c53a58021dc329817f0124c0ec
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\4 (2).png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,4 (2).png,Normal,Normal,True,False,False,617,481,1.283,9b13c46d47962e96,11174491074067836566,38189d998999bf3c,619cb5c53a58021dc329817f0124c0ec
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\4 - Copy (2) - Copy.png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,4 - Copy (2) - Copy.png,Normal,Normal,True,False,False,615,495,1.242,9b12c56d47967a86,11174210698602773126,38489d9c8999ff3c,f560698a5054368eb64bf2726c8d74e3
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\4 - Copy (2).png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,4 - Copy (2).png,Normal,Normal,True,False,False,615,495,1.242,9b12c56d47967a86,11174210698602773126,38489d9c8999ff3c,f560698a5054368eb64bf2726c8d74e3
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\4 - Copy (3).png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,4 - Copy (3).png,Normal,Normal,True,False,False,617,481,1.283,9b13c46d47962e96,11174491074067836566,38189d998999bf3c,619cb5c53a58021dc329817f0124c0ec
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\4 - Copy - Copy.png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,4 - Copy - Copy.png,Normal,Normal,True,False,False,615,495,1.242,9b12c56d47967a86,11174210698602773126,38489d9c8999ff3c,f560698a5054368eb64bf2726c8d74e3
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\4 - Copy.png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,4 - Copy.png,Normal,Normal,True,False,False,615,495,1.242,9b12c56d47967a86,11174210698602773126,38489d9c8999ff3c,f560698a5054368eb64bf2726c8d74e3
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\4.png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,4.png,Normal,Normal,True,False,False,617,481,1.283,9b13c46d47962e96,11174491074067836566,38189d998999bf3c,619cb5c53a58021dc329817f0124c0ec
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\5 (2) - Copy.png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,5 (2) - Copy.png,Normal,Normal,True,False,False,850,506,1.68,dc4e07715a8c7876,15874633919959431286,003c5a58dadb7e3c,489afa049dc03363c587ef4f1c5f1d70
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\5 (2).png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,5 (2).png,Normal,Normal,True,False,False,850,506,1.68,dc4e07715a8c7876,15874633919959431286,003c5a58dadb7e3c,489afa049dc03363c587ef4f1c5f1d70
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\5 - Copy (2) - Copy.png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,5 - Copy (2) - Copy.png,Normal,Normal,True,False,False,850,506,1.68,dc4e07715a8c7876,15874633919959431286,003c5a58dadb7e3c,489afa049dc03363c587ef4f1c5f1d70
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\5 - Copy (2).png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,5 - Copy (2).png,Normal,Normal,True,False,False,850,506,1.68,dc4e07715a8c7876,15874633919959431286,003c5a58dadb7e3c,489afa049dc03363c587ef4f1c5f1d70
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\5 - Copy (3).png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,5 - Copy (3).png,Normal,Normal,True,False,False,850,506,1.68,dc4e07715a8c7876,15874633919959431286,003c5a58dadb7e3c,489afa049dc03363c587ef4f1c5f1d70
D:\skripsi\Dataset\CT Scan Images for Lung Cancer (Dishan rathi20)\Data\train\normal\5 - Copy - Copy.png,CT Scan Images for Lung Cancer (Dishan rathi20),Data/train/normal,5 - Copy - Copy.png,Normal,Normal,True,False,False,850,506,1.68,dc4e07715a8c7876,15874633919959431286,003c5a58dadb7e3c,489afa049dc03363c587ef4f1c5f1d70
